IncidentKey,DateKey,SomeMeasure,OtherMeasure
6322265180477025252,1116097063176814239,100,200
16379714534447273243,1116097063176814239,100,200
3390305768131162409,1116097063176814239,100,200
6995861339593644712,1116097063176814239,100,200
507957586389050449,1116097063176814239,100,200
5338180822342849657,1116097063176814239,100,200
7121573194271999460,1116097063176814239,100,200
2108390700806240282,1116097063176814239,100,200
7818315332683628510,1116097063176814239,100,200
1833741057849342392,1116097063176814239,100,200
4384886419999525069,1116097063176814239,100,200
13515304766302834173,1116097063176814239,100,200
3712843566850991243,1116097063176814239,100,200
2810741316833213975,1116097063176814239,100,200
644760137403888272,1116097063176814239,100,200
13014793719516184219,1116097063176814239,100,200
2896027957658552167,1116097063176814239,100,200
11909830143943700234,1116097063176814239,100,200
9173410509362480456,1116097063176814239,100,200
13496759691372630768,1116097063176814239,100,200
16424257215718480235,1116097063176814239,100,200
10786256408768665278,1116097063176814239,100,200
2153821653781447722,1116097063176814239,100,200
10704435204606428631,1116097063176814239,100,200
292202179282330373,1116097063176814239,100,200
16138282593983445273,1116097063176814239,100,200
17780766310742219170,1116097063176814239,100,200
6101687516749090768,1116097063176814239,100,200
6202425179943728006,1116097063176814239,100,200
27994056673689133,1116097063176814239,100,200
8789431875191135421,1116097063176814239,100,200
17333525686871203147,1116097063176814239,100,200
379632324886679683,1116097063176814239,100,200
11421036184970479538,1116097063176814239,100,200
86515314720906010,1116097063176814239,100,200
14963895463007988031,1116097063176814239,100,200
7229311380773187465,1116097063176814239,100,200
10378243419563433641,1116097063176814239,100,200
10838133972454121672,1116097063176814239,100,200
13044096035133858728,1116097063176814239,100,200
1120520561787509309,1116097063176814239,100,200
2141415990261755069,1116097063176814239,100,200
10220435408453854622,1116097063176814239,100,200
10697827384918589968,1116097063176814239,100,200
25802410537429447,1116097063176814239,100,200
3101256862022219667,1116097063176814239,100,200
9785312983632581386,1116097063176814239,100,200
13684419574722113424,1116097063176814239,100,200
17246484515540094256,1116097063176814239,100,200
5947796881639124841,1116097063176814239,100,200
2576829301902684722,1116097063176814239,100,200
14803880227325615820,1116097063176814239,100,200
2225895255780926131,1116097063176814239,100,200
14323707742776955477,1116097063176814239,100,200
7402942601006697599,1116097063176814239,100,200
11174018797938504165,1116097063176814239,100,200
15688266790860084007,1116097063176814239,100,200
10035168095672906175,1116097063176814239,100,200
14692092405568330005,1116097063176814239,100,200
5370204016143560453,1116097063176814239,100,200
1030570820162767215,1116097063176814239,100,200
3573098238977117176,1116097063176814239,100,200
4610496253627811594,1116097063176814239,100,200
5249880084038858408,1116097063176814239,100,200
10223016580442531957,1116097063176814239,100,200
12593746178079737506,1116097063176814239,100,200
11133041094159444006,1116097063176814239,100,200
4630815890577021491,1116097063176814239,100,200
11844639282835902569,1116097063176814239,100,200
8300795764426926768,1116097063176814239,100,200
1113294613894245722,1116097063176814239,100,200
16059994333344245719,1116097063176814239,100,200
16006848354216105345,1116097063176814239,100,200
10473777514857521699,1116097063176814239,100,200
2139265954138338354,1116097063176814239,100,200
7323936186442778014,1116097063176814239,100,200
13652932981993075775,1116097063176814239,100,200
2440959358386601759,1116097063176814239,100,200
6738232424726130245,1116097063176814239,100,200
10459505990321232249,1116097063176814239,100,200
18386417850233661058,1116097063176814239,100,200
8004129156272234562,1116097063176814239,100,200
13219551596224246645,1116097063176814239,100,200
17001136761713257730,1116097063176814239,100,200
1829191428595626873,1116097063176814239,100,200
10621099711278992427,1116097063176814239,100,200
10347182499434025680,1116097063176814239,100,200
16189281992972545062,1116097063176814239,100,200
10193971795338246183,1116097063176814239,100,200
18364981238799013036,1116097063176814239,100,200
12674599157774901770,1116097063176814239,100,200
17003995075395875386,1116097063176814239,100,200
17775584928503396122,1116097063176814239,100,200
2932816234794091623,1116097063176814239,100,200
9788101659616642381,1116097063176814239,100,200
5866372725975059713,1116097063176814239,100,200
14404132360232296958,1116097063176814239,100,200
8948029428409798837,1116097063176814239,100,200
3175133735097775975,1116097063176814239,100,200
5767731885636385995,1116097063176814239,100,200
6612809420918265172,1116097063176814239,100,200
14774705680024437106,1116097063176814239,100,200
4164845973610857063,1116097063176814239,100,200
2079666967567215694,1116097063176814239,100,200
9176888517510161526,1116097063176814239,100,200
5495080724797153957,1116097063176814239,100,200
10752753244402136458,1116097063176814239,100,200
13882092377421115989,1116097063176814239,100,200
7864491468697438643,1116097063176814239,100,200
6140475083634056117,1116097063176814239,100,200
11204650712229173666,1116097063176814239,100,200
13663501554231797541,1116097063176814239,100,200
16413791335315291432,1116097063176814239,100,200
6666380760178256547,1116097063176814239,100,200
13400709679389692664,1116097063176814239,100,200
6515602048471865936,1116097063176814239,100,200
5235150084790430506,1116097063176814239,100,200
1640519314310404836,1116097063176814239,100,200
17944084650550159211,1116097063176814239,100,200
4671510770128999419,1116097063176814239,100,200
943982943914710572,1116097063176814239,100,200
10250783132326652201,1116097063176814239,100,200
2262933288863611612,1116097063176814239,100,200
4324606491735324493,1116097063176814239,100,200
2737409100582256565,1116097063176814239,100,200
11759795208234208799,1116097063176814239,100,200
11669706994892650242,1116097063176814239,100,200
6732487088077756179,1116097063176814239,100,200
799660180654219834,1116097063176814239,100,200
5548703354931957014,1116097063176814239,100,200
12839954578142541009,1116097063176814239,100,200
4912742735823313079,1116097063176814239,100,200
8335384865533422856,1116097063176814239,100,200
15784713842793197394,1116097063176814239,100,200
17967803777251652252,1116097063176814239,100,200
11700972906783713184,1116097063176814239,100,200
8119111765832310221,1116097063176814239,100,200
5023075396756205421,1116097063176814239,100,200
4907553880292511128,1116097063176814239,100,200
2458801780338558036,1116097063176814239,100,200
13603761158437105826,1116097063176814239,100,200
16269720282942219242,1116097063176814239,100,200
12373285473784089240,1116097063176814239,100,200
10575507316678154071,1116097063176814239,100,200
5196533250066193519,1116097063176814239,100,200
7866821082445940432,1116097063176814239,100,200
12259416425550693924,1116097063176814239,100,200
11723620117503983180,1116097063176814239,100,200
13789722658467551807,1116097063176814239,100,200
14418945252486875644,1116097063176814239,100,200
5789166072629773029,1116097063176814239,100,200
620613696683555804,1116097063176814239,100,200
15438901734616146741,1116097063176814239,100,200
11928900626079696912,1116097063176814239,100,200
11520177682059206952,1116097063176814239,100,200
1384752737962547860,1116097063176814239,100,200
17954498908211330514,1116097063176814239,100,200
9612622369374524285,1116097063176814239,100,200
6150344069478249573,1116097063176814239,100,200
2235049515418211147,1116097063176814239,100,200
15569148972411740255,1116097063176814239,100,200
185043364732365469,1116097063176814239,100,200
5285018140634927753,1116097063176814239,100,200
9470738289595859976,1116097063176814239,100,200
13948604908503886551,1116097063176814239,100,200
8158757963912344451,1116097063176814239,100,200
14833821291888512863,1116097063176814239,100,200
2904490827801212945,1116097063176814239,100,200
7096166050377673024,1116097063176814239,100,200
9692124384643306953,1116097063176814239,100,200
999365921527523698,1116097063176814239,100,200
16654942509070847146,1116097063176814239,100,200
577879406543129814,1116097063176814239,100,200
18242327044268344518,1116097063176814239,100,200
287181109897186089,1116097063176814239,100,200
14040001191439364938,1116097063176814239,100,200
11859964065585417537,1116097063176814239,100,200
17159734245147132483,1116097063176814239,100,200
4216781401612480565,1116097063176814239,100,200
6443001247206453057,1116097063176814239,100,200
16781354842753494705,1116097063176814239,100,200
4612032010283982947,1116097063176814239,100,200
1924327472345317789,1116097063176814239,100,200
4007991805869830386,1116097063176814239,100,200
5061119095711332138,1116097063176814239,100,200
6786733206071172531,1116097063176814239,100,200
9657108769253538745,1116097063176814239,100,200
16943300603604320245,1116097063176814239,100,200
4024536403819065726,1116097063176814239,100,200
9544865038322672323,1116097063176814239,100,200
7617125890153844655,1116097063176814239,100,200
5033133523810244364,1116097063176814239,100,200
12020757750701261648,1116097063176814239,100,200
16176856691280420363,1116097063176814239,100,200
12068553900448149251,1116097063176814239,100,200
18049523372078146473,1116097063176814239,100,200
8988638118276753988,1116097063176814239,100,200
478211019585879033,1116097063176814239,100,200
11732678050684367046,1116097063176814239,100,200
7266109296440771980,1116097063176814239,100,200
310979066457141145,1116097063176814239,100,200
16888334251451973228,1116097063176814239,100,200
16228416705469995719,1116097063176814239,100,200
18196060611479230629,1116097063176814239,100,200
15906287544118255649,1116097063176814239,100,200
11193173596737827134,1116097063176814239,100,200
6489408307958208472,1116097063176814239,100,200
16476455163005349702,1116097063176814239,100,200
14044770730821169647,1116097063176814239,100,200
10827761291080590244,1116097063176814239,100,200
8503048480838438825,1116097063176814239,100,200
9755276331382159364,1116097063176814239,100,200
3036033330023981227,1116097063176814239,100,200
4295116909753468636,1116097063176814239,100,200
15745153643199959782,1116097063176814239,100,200
9306115558876338462,1116097063176814239,100,200
1464946964284005967,1116097063176814239,100,200
12404850359887456013,1116097063176814239,100,200
15140640043456259109,1116097063176814239,100,200
7415500338094498074,1116097063176814239,100,200
3172683013269694316,1116097063176814239,100,200
8648828046467349150,1116097063176814239,100,200
5254394586963722446,1116097063176814239,100,200
15118480083461370353,1116097063176814239,100,200
5125182048674490,1116097063176814239,100,200
5094867934706172938,1116097063176814239,100,200
18342478409757865865,1116097063176814239,100,200
4996936751752830982,1116097063176814239,100,200
17822262307357706810,1116097063176814239,100,200
10037341813680279014,1116097063176814239,100,200
2309742756827381075,1116097063176814239,100,200
12263647353065541568,1116097063176814239,100,200
18112532848021857571,1116097063176814239,100,200
4268081243177902553,1116097063176814239,100,200
6172694290834268344,1116097063176814239,100,200
656171255879228136,1116097063176814239,100,200
15018331485536724315,1116097063176814239,100,200
13806211709085756958,1116097063176814239,100,200
4582652462188071477,1116097063176814239,100,200
15970730698243592727,1116097063176814239,100,200
2144584710618356535,1116097063176814239,100,200
13797625211305802577,1116097063176814239,100,200
11660656490027676898,1116097063176814239,100,200
1856844654279003998,1116097063176814239,100,200
5035808889961190803,1116097063176814239,100,200
1321528780577169742,1116097063176814239,100,200
8014278463225304141,1116097063176814239,100,200
13117580358355884549,1116097063176814239,100,200
1208134555673841006,1116097063176814239,100,200
10638783839376527012,1116097063176814239,100,200
4150636454657532374,1116097063176814239,100,200
3325306976010247938,1116097063176814239,100,200
1045606684632534282,1116097063176814239,100,200
6409304964455406941,1116097063176814239,100,200
13947548077175054002,1116097063176814239,100,200
3024678047977019877,1116097063176814239,100,200
2119283604735254240,1116097063176814239,100,200
2842116682217063081,1116097063176814239,100,200
1809253601428030947,1116097063176814239,100,200
1228464685090235077,1116097063176814239,100,200
17651420779711085733,1116097063176814239,100,200
3346399776493455653,1116097063176814239,100,200
14035943250149669285,1116097063176814239,100,200
4352924632916976563,1116097063176814239,100,200
18182005418436442696,1116097063176814239,100,200
17721200451922455587,1116097063176814239,100,200
9384625077489972102,1116097063176814239,100,200
6769970623734855324,1116097063176814239,100,200
17560681779557432133,1116097063176814239,100,200
1365027709369031751,1116097063176814239,100,200
10987342338202440251,1116097063176814239,100,200
14936886612977802319,1388926753344357328,100,200
11847565599907461876,1388926753344357328,100,200
2432750011920626469,1388926753344357328,100,200
7300246764159736452,1388926753344357328,100,200
13171074780673812189,1388926753344357328,100,200
12262588240714200150,1388926753344357328,100,200
16008429167576412822,1388926753344357328,100,200
18355944546938550274,1388926753344357328,100,200
17137355610219336258,1388926753344357328,100,200
16062326904400333609,1388926753344357328,100,200
4127609165267708509,1388926753344357328,100,200
8859720915737186790,1388926753344357328,100,200
9996130764101422197,1388926753344357328,100,200
13527821495441700890,1388926753344357328,100,200
11149240333725968322,1388926753344357328,100,200
5835907476184552475,1388926753344357328,100,200
5523873233430188403,1388926753344357328,100,200
10533619136863190189,1388926753344357328,100,200
14445294895832001554,1388926753344357328,100,200
11731620304053970806,1388926753344357328,100,200
16246580736185872711,1388926753344357328,100,200
5056836750771817311,1388926753344357328,100,200
3633833971027564594,1388926753344357328,100,200
9355464438726113570,1388926753344357328,100,200
7056232514942683247,1388926753344357328,100,200
8013725714062247941,1388926753344357328,100,200
4770151243334116448,1388926753344357328,100,200
1196979124268534465,1388926753344357328,100,200
12218093306023091697,1388926753344357328,100,200
8745147019212826614,1388926753344357328,100,200
10547890813642979340,1388926753344357328,100,200
11571746918477144218,1388926753344357328,100,200
3329309471766096086,1388926753344357328,100,200
8779453238573253207,1388926753344357328,100,200
8554412695600712636,1388926753344357328,100,200
4405713287614328712,1388926753344357328,100,200
6516933229067338880,1388926753344357328,100,200
5255509175337848888,1388926753344357328,100,200
6790920509143080225,1388926753344357328,100,200
4106117091008334937,1388926753344357328,100,200
5783262602162649287,1388926753344357328,100,200
17557172719417343139,1388926753344357328,100,200
1213556602746048942,1388926753344357328,100,200
6477171091392312267,1388926753344357328,100,200
8204180388644114059,1388926753344357328,100,200
18179580241674727749,1388926753344357328,100,200
15997530602754747321,1388926753344357328,100,200
17149343891466691905,1388926753344357328,100,200
12042155649586080422,1388926753344357328,100,200
12981153594466575260,1388926753344357328,100,200
16815833164588127547,1388926753344357328,100,200
2282747081885393682,1388926753344357328,100,200
2368070957935944325,1388926753344357328,100,200
18205025191075536536,1388926753344357328,100,200
5259496657847121649,1388926753344357328,100,200
7052396170451223920,1416338785262814244,100,200
11051581947283484576,1416338785262814244,100,200
8599836608527198082,1416338785262814244,100,200
1847167259203070093,1416338785262814244,100,200
1429543650448577784,1416338785262814244,100,200
11031535539712028086,1416338785262814244,100,200
2813625419249183936,1461297851210510571,100,200
4011258834547685235,1461297851210510571,100,200
626190219222071413,1461297851210510571,100,200
12083576778815410048,1461297851210510571,100,200
350811238737626973,1461297851210510571,100,200
17350284711841687995,1461297851210510571,100,200
1884395618348088784,1538439998682365387,100,200
14552776487084372115,1538439998682365387,100,200
9687085855785494560,1538439998682365387,100,200
13064893455405566651,1538439998682365387,100,200
12512298586851796050,1538439998682365387,100,200
5784466181061975744,1741598309247917725,100,200
12901630334506420238,1741598309247917725,100,200
14544118197825388841,1741598309247917725,100,200
4366328269777113146,1741598309247917725,100,200
6299842983971568958,1741598309247917725,100,200
5983089086451178541,1741598309247917725,100,200
11896741506194399342,1741598309247917725,100,200
4416780818800819923,1774819092339188811,100,200
3243329561231197307,1774819092339188811,100,200
253978793194525224,1774819092339188811,100,200
7770953815781296159,1774819092339188811,100,200
7246980572942276072,1774819092339188811,100,200
4627210300169028734,1774819092339188811,100,200
2011021932543381535,1774819092339188811,100,200
11169200124662929291,1774819092339188811,100,200
1527163175887589080,1774819092339188811,100,200
15260844602886647451,1774819092339188811,100,200
16987337941794576228,1774819092339188811,100,200
8684037577376738601,1774819092339188811,100,200
13419043736756191390,1774819092339188811,100,200
9563126212030708055,1774819092339188811,100,200
7569392870956975697,1774819092339188811,100,200
7304218945156584382,1774819092339188811,100,200
17801905184098019611,1774819092339188811,100,200
1474049410580383462,1774819092339188811,100,200
18023764784047726187,1774819092339188811,100,200
8104374849680041481,1774819092339188811,100,200
6136127478201242619,1774819092339188811,100,200
17016344105442108560,1774819092339188811,100,200
16328787702823818890,1774819092339188811,100,200
4999059316770876150,1774819092339188811,100,200
16731414717908540286,1774819092339188811,100,200
3792249124170646877,1774819092339188811,100,200
11489272276854770824,1774819092339188811,100,200
10983024913563358462,1774819092339188811,100,200
12067399862046388615,1774819092339188811,100,200
7639152861710301273,1774819092339188811,100,200
3500428892136508337,1774819092339188811,100,200
3213848441707384969,1774819092339188811,100,200
13728460080790911172,1774819092339188811,100,200
423800145577368429,1774819092339188811,100,200
12167157287080877653,1774819092339188811,100,200
5297740559409655865,1774819092339188811,100,200
6602132750371216394,1774819092339188811,100,200
1690123611642046279,1774819092339188811,100,200
6994233541838929882,1774819092339188811,100,200
3097192649544322418,1774819092339188811,100,200
16655873181317776107,1774819092339188811,100,200
6091020537911635167,1774819092339188811,100,200
16345094376826261024,1774819092339188811,100,200
8531533158813906174,1774819092339188811,100,200
16565919588623696218,1774819092339188811,100,200
14926658748593030008,1774819092339188811,100,200
15539716077730134073,1774819092339188811,100,200
13937406050437238406,1774819092339188811,100,200
13907980905028542849,1774819092339188811,100,200
7463326748950906999,1774819092339188811,100,200
7575113233030073821,1774819092339188811,100,200
18108297386542035290,1774819092339188811,100,200
9738639841368519296,1774819092339188811,100,200
16544909650154543937,1774819092339188811,100,200
1649239509199949692,1774819092339188811,100,200
15320680824686332971,1774819092339188811,100,200
779584016390958983,1774819092339188811,100,200
3805903448904002516,1774819092339188811,100,200
17205436045713308901,1774819092339188811,100,200
17192574986222304925,1774819092339188811,100,200
7993668476176939220,1774819092339188811,100,200
3377217772676532457,1774819092339188811,100,200
1133480690501766154,1774819092339188811,100,200
15565288490176703404,1774819092339188811,100,200
406085559418299939,1774819092339188811,100,200
15331392269463751721,1774819092339188811,100,200
3562018617031576149,1774819092339188811,100,200
9321886885032434929,1774819092339188811,100,200
15659518128523981004,1774819092339188811,100,200
15707311643261492740,1774819092339188811,100,200
12830406581663822969,1774819092339188811,100,200
4666118224474486061,1774819092339188811,100,200
14513203850884457925,1774819092339188811,100,200
18140541249337757337,1774819092339188811,100,200
14817421955421501846,1774819092339188811,100,200
16677049927046135071,1774819092339188811,100,200
14077285823811655789,1774819092339188811,100,200
8567110063821247723,1774819092339188811,100,200
13805968848355431104,1774819092339188811,100,200
15337713942003936499,1774819092339188811,100,200
8968037360025285813,1774819092339188811,100,200
9303138582556860613,1774819092339188811,100,200
2661934677876143854,1774819092339188811,100,200
11135785297939011020,1774819092339188811,100,200
514794171988716146,1776016501692760218,100,200
9500320156962679366,1776016501692760218,100,200
381695513154373712,1776016501692760218,100,200
9164197914917798004,1776016501692760218,100,200
10685605025697727804,1776016501692760218,100,200
7513212822788743092,1776016501692760218,100,200
1175922258021284757,1776016501692760218,100,200
10371871607752009594,1776016501692760218,100,200
8211082863161007355,1776016501692760218,100,200
475489288074990916,1776016501692760218,100,200
11888714957847307410,1776016501692760218,100,200
4737659897663858827,1776016501692760218,100,200
17632072792964893683,1776016501692760218,100,200
8832925478193979071,1776016501692760218,100,200
6996255143336213204,1776016501692760218,100,200
15514816555239989515,1776016501692760218,100,200
7370146558069142717,1776016501692760218,100,200
16843989263655873947,1776016501692760218,100,200
9436371357363825969,1776016501692760218,100,200
12699793037025515504,1776016501692760218,100,200
6108479621455317230,1776016501692760218,100,200
829508205438011605,1776016501692760218,100,200
3278492180832350589,1776016501692760218,100,200
2545474291864719515,1776016501692760218,100,200
11618857893357448346,1867260059740007223,100,200
13429559209256871705,1867260059740007223,100,200
17609866850902429062,1867260059740007223,100,200
8356190369743375663,1867260059740007223,100,200
14876207879733704741,1867260059740007223,100,200
2785546355521286837,1867260059740007223,100,200
17068253216942836105,1867260059740007223,100,200
15839785061582574730,1881382087400891926,100,200
14301543196384307260,1881382087400891926,100,200
10850751670368705855,2026389117277247583,100,200
4116607065418234852,2026389117277247583,100,200
8503468302254712425,2026389117277247583,100,200
1034034818354934857,2026389117277247583,100,200
15582027128537116688,2026389117277247583,100,200
8734961416475514322,2026389117277247583,100,200
11903050026168837764,2026389117277247583,100,200
1193486760703050845,2026389117277247583,100,200
15717119209381825931,2026389117277247583,100,200
13028044810910183338,2026389117277247583,100,200
3459641866123868257,2026389117277247583,100,200
244317507067860328,2026389117277247583,100,200
7635396455257115094,2026389117277247583,100,200
9538103811273901642,2026389117277247583,100,200
766180966214490288,2026389117277247583,100,200
15286024545383910856,2026389117277247583,100,200
6913611556784479048,2026389117277247583,100,200
5362352910507353419,2026389117277247583,100,200
10854825347357586435,2026389117277247583,100,200
2599867276086311208,2026389117277247583,100,200
16277288478601445180,2026389117277247583,100,200
6242536458550835809,2026389117277247583,100,200
6449031934151766360,2026389117277247583,100,200
10201274905659652554,2026389117277247583,100,200
7193311469854420832,2026389117277247583,100,200
16568866758066284031,2026389117277247583,100,200
12671659940214415470,2026389117277247583,100,200
5299880623643361810,2026389117277247583,100,200
782355931399455801,2026389117277247583,100,200
8006224379456031972,2026389117277247583,100,200
2629058776553673046,2026389117277247583,100,200
4838373588560408231,2026389117277247583,100,200
1299845994931874429,2026389117277247583,100,200
5735667506018237196,2026389117277247583,100,200
17559239464065786608,2026389117277247583,100,200
15049460638276297717,2026389117277247583,100,200
6474065060881615929,2026389117277247583,100,200
13482708506798536937,2026389117277247583,100,200
7893101076705002400,2026389117277247583,100,200
18140004933211086576,2026389117277247583,100,200
14944478880659995102,2026389117277247583,100,200
10759833775078962370,2026389117277247583,100,200
8535750386616706352,2026389117277247583,100,200
12023132768582025864,2026389117277247583,100,200
7202049741747027153,2026389117277247583,100,200
5205456182682548309,2026389117277247583,100,200
7614269828116991498,2026389117277247583,100,200
2263852145484917728,2026389117277247583,100,200
18396891240473586804,2026389117277247583,100,200
16420200576534245302,2026389117277247583,100,200
1402931131177195350,2026389117277247583,100,200
7991935278161433359,2026389117277247583,100,200
15399817621078052855,2026389117277247583,100,200
9432793075086402352,2026389117277247583,100,200
18374135565785560534,2026389117277247583,100,200
7085157994943447576,2026389117277247583,100,200
275724545850800209,2026389117277247583,100,200
5401519689463582420,2026389117277247583,100,200
5018688529498994578,2026389117277247583,100,200
13912230821364523194,2026389117277247583,100,200
18071859009611994358,2026389117277247583,100,200
3382291277134182745,2026389117277247583,100,200
15850328435481849269,2026389117277247583,100,200
2818286172284836415,2026389117277247583,100,200
9467378504751116914,2026389117277247583,100,200
15208094518415964755,2026389117277247583,100,200
2459162456256708517,2026389117277247583,100,200
2182533767114020983,2026389117277247583,100,200
9794949881614507410,2026389117277247583,100,200
12247956938632941665,2026389117277247583,100,200
6353827471630285373,2026389117277247583,100,200
18321530446223173717,2026389117277247583,100,200
9122218430236024559,2026389117277247583,100,200
1100954425238512353,2026389117277247583,100,200
3437117881363855361,2026389117277247583,100,200
9740036134890136248,2026389117277247583,100,200
13721301465265843253,2026389117277247583,100,200
14793060986383200392,2026389117277247583,100,200
11085082181279485878,2026389117277247583,100,200
7243882256697553974,2026389117277247583,100,200
6555224137023021138,2026389117277247583,100,200
18069810008901602449,2026389117277247583,100,200
10749691317870556122,2026389117277247583,100,200
13543124230183784961,2026389117277247583,100,200
542814839967302349,2026389117277247583,100,200
6527663816261901405,2026389117277247583,100,200
17232036096662628954,2026389117277247583,100,200
16046090261876241849,2026389117277247583,100,200
10158439031255690257,2026389117277247583,100,200
2953969935704439083,2026389117277247583,100,200
7966699252103121365,2026389117277247583,100,200
4302275447486964443,2026389117277247583,100,200
2857154228080676828,2026389117277247583,100,200
16882542039082777326,2026389117277247583,100,200
8864494786615320348,2026389117277247583,100,200
13152065978149894053,2026389117277247583,100,200
16657625605237738291,2026389117277247583,100,200
10928463411833519411,2026389117277247583,100,200
5312962669868154436,2026389117277247583,100,200
2326993626429279196,2026389117277247583,100,200
11471385038487815632,2026389117277247583,100,200
11352143378368476152,2026389117277247583,100,200
1998055430617480051,2026389117277247583,100,200
20500728194697963,2026389117277247583,100,200
1438939022596123394,2026389117277247583,100,200
6777818056990530663,2026389117277247583,100,200
15576216709889538103,2026389117277247583,100,200
17890547009435547617,2026389117277247583,100,200
12136458168763335996,2026389117277247583,100,200
4399205861988670952,2026389117277247583,100,200
4323915114247243926,2026389117277247583,100,200
15498585195971398345,2026389117277247583,100,200
2582496855034811207,2026389117277247583,100,200
15779606753093923167,2026389117277247583,100,200
521996019629575819,2026389117277247583,100,200
16283745889595140400,2026389117277247583,100,200
5669443853212808454,2026389117277247583,100,200
4184946585962285938,2026389117277247583,100,200
12769791646155400227,2026389117277247583,100,200
4088104190947902112,2026389117277247583,100,200
15316583925478390338,2026389117277247583,100,200
14367708358125977807,2026389117277247583,100,200
14137622536506117744,2026389117277247583,100,200
2650446155087493831,2026389117277247583,100,200
8597130746647876698,2026389117277247583,100,200
4658377491320339005,2026389117277247583,100,200
2442501101566855255,2026389117277247583,100,200
16598483247478174223,2026389117277247583,100,200
1925476735172334906,2026389117277247583,100,200
9628221312286288087,2026389117277247583,100,200
12149060213768641790,2026389117277247583,100,200
5986270282313551955,2026389117277247583,100,200
3459676509531578589,2026389117277247583,100,200
2549797313952612642,2026389117277247583,100,200
18351731899101540029,2026389117277247583,100,200
5639437926256968926,2026389117277247583,100,200
6653837140769414560,2026389117277247583,100,200
17097500765116595998,2026389117277247583,100,200
7070849120437214421,2026389117277247583,100,200
5484541407124606355,2026389117277247583,100,200
15231934576321486459,2026389117277247583,100,200
12385866361172867105,2026389117277247583,100,200
10898076612024162949,2026389117277247583,100,200
3093653190476672938,2026389117277247583,100,200
5926830229199943693,2026389117277247583,100,200
17630300549197184451,2026389117277247583,100,200
18267862749779706444,2026389117277247583,100,200
6276738387396379141,2026389117277247583,100,200
14680624813355388742,2026389117277247583,100,200
4796606175356324954,2026389117277247583,100,200
9805085270370815558,2026389117277247583,100,200
14000353953993574301,2026389117277247583,100,200
11458064792343486665,2026389117277247583,100,200
13663954175070788197,2026389117277247583,100,200
13216060714602316608,2026389117277247583,100,200
16209209240819081936,2026389117277247583,100,200
15242452078860056220,2026389117277247583,100,200
6707529867391176853,2026389117277247583,100,200
3875850107493369940,2026389117277247583,100,200
7362028897219773992,2026389117277247583,100,200
7379813898017577979,2026389117277247583,100,200
12836890339151048768,2026389117277247583,100,200
2364999195816143636,2026389117277247583,100,200
13328782103472011155,2026389117277247583,100,200
9005665655465568173,2026389117277247583,100,200
1650964885301512817,2026389117277247583,100,200
18274161066041594586,2026389117277247583,100,200
16057574888754817989,2026389117277247583,100,200
4361103174623471647,2026389117277247583,100,200
10447659094351362525,2026389117277247583,100,200
6081994697737402835,2026389117277247583,100,200
10753065853040665067,2026389117277247583,100,200
